OrgId,IncidentId,AlertId,Timestamp,DetectorId,AlertTitle,Category,MitreTechniques,Severity,IncidentGrade,ActionGrouped,DeviceId,AccountUpn,IpAddress,Sha256,Url
ORG-CORP-01,INC-NOISE-205,ALT-10037,2026-08-28 01:18:06,DET-818,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-03,corp\user_22,192.168.100.219,N/A,N/A
ORG-CORP-01,INC-NOISE-217,ALT-10038,2026-08-28 06:09:06,DET-819,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-27,corp\user_06,192.168.100.88,N/A,N/A
ORG-CORP-01,INC-NOISE-214,ALT-10039,2026-08-28 03:17:06,DET-597,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-24,corp\user_11,192.168.100.127,N/A,N/A
ORG-CORP-01,INC-NOISE-242,ALT-10040,2026-08-27 10:53:06,DET-971,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-17,corp\user_09,192.168.100.82,N/A,N/A
ORG-CORP-01,INC-NOISE-218,ALT-10041,2026-08-27 18:44:06,DET-122,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-07,corp\user_30,192.168.100.236,N/A,N/A
ORG-CORP-01,INC-NOISE-228,ALT-10042,2026-08-27 18:10:06,DET-892,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-04,corp\user_18,192.168.100.76,N/A,N/A
ORG-CORP-01,INC-NOISE-212,ALT-10043,2026-08-28 05:45:06,DET-221,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-13,corp\user_04,192.168.100.33,N/A,N/A
ORG-CORP-01,INC-NOISE-235,ALT-10044,2026-08-28 08:17:06,DET-217,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-17,corp\user_35,192.168.100.145,N/A,N/A
ORG-CORP-01,INC-NOISE-211,ALT-10045,2026-08-27 21:41:06,DET-420,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-01,corp\user_30,192.168.100.149,N/A,N/A
ORG-CORP-01,INC-NOISE-212,ALT-10046,2026-08-28 09:01:06,DET-432,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-05,corp\user_36,192.168.100.208,N/A,N/A
ORG-CORP-01,INC-NOISE-220,ALT-10047,2026-08-27 21:07:06,DET-601,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-13,corp\user_20,192.168.100.59,N/A,N/A
ORG-CORP-01,INC-NOISE-238,ALT-10048,2026-08-28 03:07:06,DET-471,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-28,corp\user_40,192.168.100.70,N/A,N/A
ORG-CORP-01,INC-NOISE-221,ALT-10049,2026-08-27 16:24:06,DET-559,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-02,corp\user_07,192.168.100.37,N/A,N/A
ORG-CORP-01,INC-NOISE-244,ALT-10050,2026-08-28 08:08:06,DET-128,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-26,corp\user_01,192.168.100.31,N/A,N/A
ORG-CORP-01,INC-NOISE-217,ALT-10051,2026-08-27 08:49:06,DET-621,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-36,corp\user_39,192.168.100.92,N/A,N/A
ORG-CORP-01,INC-NOISE-210,ALT-10052,2026-08-27 18:51:06,DET-977,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-01,corp\user_11,192.168.100.55,N/A,N/A
ORG-CORP-01,INC-NOISE-224,ALT-10053,2026-08-28 08:26:06,DET-334,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-01,corp\user_16,192.168.100.175,N/A,N/A
ORG-CORP-01,INC-NOISE-249,ALT-10054,2026-08-28 01:25:06,DET-267,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-34,corp\user_09,192.168.100.75,N/A,N/A
ORG-CORP-01,INC-NOISE-208,ALT-10055,2026-08-27 20:54:06,DET-351,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-08,corp\user_32,192.168.100.164,N/A,N/A
ORG-CORP-01,INC-NOISE-210,ALT-10056,2026-08-27 15:40:06,DET-701,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-19,corp\user_04,192.168.100.131,N/A,N/A
ORG-CORP-01,INC-NOISE-240,ALT-10057,2026-08-28 00:10:06,DET-675,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-32,corp\user_24,192.168.100.54,N/A,N/A
ORG-CORP-01,INC-NOISE-229,ALT-10058,2026-08-27 13:10:06,DET-916,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-09,corp\user_32,192.168.100.115,N/A,N/A
ORG-CORP-01,INC-NOISE-218,ALT-10059,2026-08-27 23:50:06,DET-203,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-19,corp\user_01,192.168.100.240,N/A,N/A
ORG-CORP-01,INC-NOISE-247,ALT-10060,2026-08-27 23:22:06,DET-814,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-09,corp\user_26,192.168.100.26,N/A,N/A
ORG-CORP-01,INC-NOISE-219,ALT-10061,2026-08-27 19:15:06,DET-696,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-22,corp\user_24,192.168.100.36,N/A,N/A
ORG-CORP-01,INC-NOISE-229,ALT-10062,2026-08-28 03:45:06,DET-138,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-29,corp\user_33,192.168.100.106,N/A,N/A
ORG-CORP-01,INC-NOISE-248,ALT-10063,2026-08-27 10:27:06,DET-882,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-38,corp\user_05,192.168.100.220,N/A,N/A
ORG-CORP-01,INC-NOISE-206,ALT-10064,2026-08-28 00:54:06,DET-511,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-39,corp\user_06,192.168.100.121,N/A,N/A
ORG-CORP-01,INC-NOISE-238,ALT-10065,2026-08-27 08:08:06,DET-174,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-25,corp\user_26,192.168.100.131,N/A,N/A
ORG-CORP-01,INC-NOISE-200,ALT-10066,2026-08-27 21:26:06,DET-426,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-12,corp\user_31,192.168.100.188,N/A,N/A
ORG-CORP-01,INC-NOISE-237,ALT-10067,2026-08-27 23:55:06,DET-258,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-22,corp\user_22,192.168.100.135,N/A,N/A
ORG-CORP-01,INC-NOISE-248,ALT-10068,2026-08-27 10:40:06,DET-514,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-09,corp\user_13,192.168.100.115,N/A,N/A
ORG-CORP-01,INC-NOISE-201,ALT-10069,2026-08-28 03:58:06,DET-626,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-18,corp\user_26,192.168.100.76,N/A,N/A
ORG-CORP-01,INC-NOISE-239,ALT-10070,2026-08-27 19:52:06,DET-828,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-33,corp\user_27,192.168.100.127,N/A,N/A
ORG-CORP-01,INC-NOISE-237,ALT-10071,2026-08-27 23:22:06,DET-599,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-04,corp\user_25,192.168.100.122,N/A,N/A
ORG-CORP-01,INC-NOISE-234,ALT-10072,2026-08-28 11:13:06,DET-421,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-29,corp\user_25,192.168.100.222,N/A,N/A
ORG-CORP-01,INC-NOISE-205,ALT-10073,2026-08-27 19:45:06,DET-356,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-03,corp\user_29,192.168.100.89,N/A,N/A
ORG-CORP-01,INC-NOISE-248,ALT-10074,2026-08-27 19:05:06,DET-201,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-25,corp\user_12,192.168.100.80,N/A,N/A
ORG-CORP-01,INC-NOISE-244,ALT-10075,2026-08-28 08:20:06,DET-842,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-37,corp\user_14,192.168.100.106,N/A,N/A
ORG-CORP-01,INC-NOISE-238,ALT-10076,2026-08-27 10:48:06,DET-748,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-32,corp\user_12,192.168.100.55,N/A,N/A
ORG-CORP-01,INC-NOISE-248,ALT-10077,2026-08-27 07:30:06,DET-231,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-01,corp\user_17,192.168.100.208,N/A,N/A
ORG-CORP-01,INC-NOISE-243,ALT-10078,2026-08-27 12:18:06,DET-858,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-23,corp\user_07,192.168.100.105,N/A,N/A
ORG-CORP-01,INC-NOISE-205,ALT-10079,2026-08-27 11:30:06,DET-469,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-36,corp\user_37,192.168.100.220,N/A,N/A
ORG-CORP-01,INC-NOISE-237,ALT-10080,2026-08-27 11:37:06,DET-794,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-12,corp\user_16,192.168.100.82,N/A,N/A
ORG-CORP-01,INC-NOISE-249,ALT-10081,2026-08-28 07:47:06,DET-240,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-27,corp\user_33,192.168.100.118,N/A,N/A
ORG-CORP-01,INC-NOISE-208,ALT-10082,2026-08-27 08:28:06,DET-300,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-04,corp\user_05,192.168.100.190,N/A,N/A
ORG-CORP-01,INC-NOISE-221,ALT-10083,2026-08-28 05:01:06,DET-783,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-24,corp\user_35,192.168.100.239,N/A,N/A
ORG-CORP-01,INC-NOISE-214,ALT-10084,2026-08-27 23:05:06,DET-696,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-09,corp\user_25,192.168.100.115,N/A,N/A
ORG-CORP-01,INC-NOISE-235,ALT-10085,2026-08-27 14:42:06,DET-796,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-29,corp\user_16,192.168.100.77,N/A,N/A
ORG-CORP-01,INC-NOISE-218,ALT-10086,2026-08-27 08:54:06,DET-497,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-04,corp\user_04,192.168.100.236,N/A,N/A
ORG-CORP-01,INC-NOISE-233,ALT-10087,2026-08-27 08:23:06,DET-930,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-37,corp\user_23,192.168.100.21,N/A,N/A
ORG-CORP-01,INC-NOISE-221,ALT-10088,2026-08-27 09:05:06,DET-277,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-07,corp\user_16,192.168.100.120,N/A,N/A
ORG-CORP-01,INC-NOISE-227,ALT-10089,2026-08-27 21:37:06,DET-229,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-23,corp\user_29,192.168.100.28,N/A,N/A
ORG-CORP-01,INC-NOISE-249,ALT-10090,2026-08-27 16:55:06,DET-138,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-06,corp\user_21,192.168.100.210,N/A,N/A
ORG-CORP-01,INC-NOISE-250,ALT-10091,2026-08-28 08:07:06,DET-430,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-19,corp\user_21,192.168.100.234,N/A,N/A
ORG-CORP-01,INC-NOISE-206,ALT-10092,2026-08-27 17:18:06,DET-241,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-23,corp\user_37,192.168.100.52,N/A,N/A
ORG-CORP-01,INC-NOISE-213,ALT-10093,2026-08-27 20:48:06,DET-782,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-30,corp\user_36,192.168.100.13,N/A,N/A
ORG-CORP-01,INC-NOISE-236,ALT-10094,2026-08-27 15:51:06,DET-349,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-21,corp\user_21,192.168.100.21,N/A,N/A
ORG-CORP-01,INC-NOISE-235,ALT-10095,2026-08-28 06:59:06,DET-470,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-38,corp\user_01,192.168.100.21,N/A,N/A
ORG-CORP-01,INC-NOISE-206,ALT-10096,2026-08-27 21:31:06,DET-368,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-30,corp\user_06,192.168.100.25,N/A,N/A
ORG-CORP-01,INC-NOISE-236,ALT-10097,2026-08-28 08:40:06,DET-920,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-28,corp\user_30,192.168.100.204,N/A,N/A
ORG-CORP-01,INC-NOISE-243,ALT-10098,2026-08-28 06:39:06,DET-470,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-39,corp\user_09,192.168.100.177,N/A,N/A
ORG-CORP-01,INC-NOISE-250,ALT-10099,2026-08-27 18:33:06,DET-470,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-15,corp\user_15,192.168.100.105,N/A,N/A
ORG-CORP-01,INC-NOISE-233,ALT-10100,2026-08-27 18:40:06,DET-509,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-39,corp\user_21,192.168.100.189,N/A,N/A
ORG-CORP-01,INC-NOISE-234,ALT-10101,2026-08-28 01:43:06,DET-193,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-25,corp\user_20,192.168.100.136,N/A,N/A
ORG-CORP-01,INC-NOISE-203,ALT-10102,2026-08-27 08:06:06,DET-458,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-01,corp\user_01,192.168.100.202,N/A,N/A
ORG-CORP-01,INC-NOISE-228,ALT-10103,2026-08-27 13:27:06,DET-582,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-04,corp\user_34,192.168.100.110,N/A,N/A
ORG-CORP-01,INC-NOISE-226,ALT-10104,2026-08-28 05:55:06,DET-100,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-34,corp\user_26,192.168.100.200,N/A,N/A
ORG-CORP-01,INC-NOISE-223,ALT-10105,2026-08-27 15:25:06,DET-760,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-24,corp\user_24,192.168.100.52,N/A,N/A
