OrgId,IncidentId,AlertId,Timestamp,DetectorId,AlertTitle,Category,MitreTechniques,Severity,IncidentGrade,ActionGrouped,DeviceId,AccountUpn,IpAddress,Sha256,Url
ORG-CORP-01,INC-1003,ALT-10013,2026-08-27 08:00:56,DET-785,MFA Fatigue Push Notification Spam Accepted,CredentialAccess,T1621,High,TruePositive,Detected,DEV-MKT-03,corp\sarah.connor@acme.com,194.26.29.112,N/A,https://graph.microsoft.com/v1.0/me/messages
ORG-CORP-01,INC-1003,ALT-10014,2026-08-27 08:20:56,DET-303,Suspicious OAuth Application Registered,Persistence,T1528,Medium,TruePositive,Allowed,DEV-MKT-03,corp\sarah.connor@acme.com,194.26.29.112,N/A,https://graph.microsoft.com/v1.0/me/messages
ORG-CORP-01,INC-1003,ALT-10015,2026-08-27 08:42:56,DET-629,Mass Mailbox Data Export via Graph API,Exfiltration,T1530,High,TruePositive,Detected,DEV-MKT-03,corp\sarah.connor@acme.com,194.26.29.112,N/A,https://graph.microsoft.com/v1.0/me/messages
ORG-CORP-01,INC-1004,ALT-10016,2026-08-27 07:45:56,DET-217,High Volume TCP Port Scan Detected (Nmap),Discovery,T1046,Low,BenignPositive,Allowed,DEV-MGMT-02,corp\sec_ops,10.0.0.254,N/A,N/A
ORG-CORP-01,INC-1004,ALT-10017,2026-08-27 07:57:56,DET-129,Automated SSH Banner Grabbing,Discovery,T1046,Low,BenignPositive,Allowed,DEV-MGMT-02,corp\sec_ops,10.0.0.254,N/A,N/A
ORG-CORP-01,INC-1004,ALT-10018,2026-08-27 08:05:56,DET-741,SNMP Community String Enumeration,Discovery,T1046,Informational,BenignPositive,Allowed,DEV-MGMT-01,corp\net_admin,10.0.0.254,N/A,N/A
ORG-CORP-01,INC-1004,ALT-10019,2026-08-27 08:18:56,DET-346,Simulated SMB Auth Checks (Nessus Scanner),Discovery,T1110.001,Low,BenignPositive,Allowed,DEV-MGMT-01,corp\net_admin,10.0.0.253,N/A,N/A
ORG-CORP-01,INC-1005,ALT-10020,2026-08-27 07:47:56,DET-335,SQL Injection Syntax in Query Parameter,InitialAccess,T1190,Medium,FalsePositive,Blocked,SRV-WEB-01,svc_web_iis,203.0.113.19,N/A,https://portal.acme.com/api/search?q=SQL+UNION+SELECT
ORG-CORP-01,INC-1005,ALT-10021,2026-08-27 07:52:56,DET-744,Cross-Site Scripting Pattern Detected,InitialAccess,T1059.007,Low,FalsePositive,Blocked,SRV-WEB-01,svc_web_iis,203.0.113.88,N/A,https://portal.acme.com/api/search?q=SQL+UNION+SELECT
ORG-CORP-01,INC-1005,ALT-10022,2026-08-27 08:01:56,DET-868,Directory Traversal Attempt (../etc/passwd),InitialAccess,T1190,Low,FalsePositive,Blocked,SRV-WEB-02,svc_web_iis,203.0.113.19,N/A,https://portal.acme.com/api/search?q=SQL+UNION+SELECT
ORG-CORP-01,INC-1006,ALT-10023,2026-08-27 07:49:56,DET-104,Multiple Failed Domain Logon Attempts,CredentialAccess,T1110.001,Low,FalsePositive,Detected,DEV-CORP-W10-02,corp\carol.w,192.168.40.11,N/A,N/A
ORG-CORP-01,INC-1006,ALT-10024,2026-08-27 07:47:56,DET-334,Account Locked Out Due to Bad Passwords,AccountActivity,T1110.001,Informational,FalsePositive,Detected,DEV-CORP-W10-03,corp\dave.m,192.168.40.11,N/A,N/A
ORG-CORP-01,INC-1006,ALT-10025,2026-08-27 07:50:56,DET-348,Kerberos Pre-Authentication Failure Spike,CredentialAccess,T1110.001,Low,FalsePositive,Detected,DEV-CORP-W10-01,corp\dave.m,192.168.40.12,N/A,N/A
ORG-CORP-01,INC-1007,ALT-10026,2026-08-27 07:45:56,DET-835,Suspicious DLL Loaded by Signed Executable,DefenseEvasion,T1574.002,Critical,TruePositive,Detected,DEV-OPS-04,corp\jenkins_svc,45.33.32.156,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,https://update-packages.globalcdn-delivery.net/payload.bin
ORG-CORP-01,INC-1007,ALT-10027,2026-08-27 08:08:56,DET-129,Hidden Scheduled Task Registered in Registry,Persistence,T1053.005,High,TruePositive,Detected,DEV-OPS-04,corp\deploy_bot,192.168.50.20,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,https://update-packages.globalcdn-delivery.net/payload.bin
ORG-CORP-01,INC-1007,ALT-10028,2026-08-27 08:27:56,DET-904,Archive File Created in Temp Directory,Collection,T1560.001,Medium,TruePositive,Detected,BUILD-SRV-01,corp\deploy_bot,45.33.32.156,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,https://update-packages.globalcdn-delivery.net/payload.bin
ORG-CORP-01,INC-1007,ALT-10029,2026-08-27 08:46:56,DET-551,Encrypted TLS Traffic to Uncategorized IP,Exfiltration,T1048.003,Critical,TruePositive,Detected,DEV-OPS-04,corp\jenkins_svc,45.33.32.156,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,https://update-packages.globalcdn-delivery.net/payload.bin
ORG-CORP-01,INC-NOISE-200,ALT-10030,2026-08-27 18:54:56,DET-390,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-26,corp\user_24,192.168.100.149,N/A,N/A
ORG-CORP-01,INC-NOISE-249,ALT-10031,2026-08-27 10:11:56,DET-932,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-20,corp\user_01,192.168.100.48,N/A,N/A
ORG-CORP-01,INC-NOISE-209,ALT-10032,2026-08-28 12:25:56,DET-791,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-14,corp\user_31,192.168.100.130,N/A,N/A
ORG-CORP-01,INC-NOISE-229,ALT-10033,2026-08-27 10:25:56,DET-766,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-28,corp\user_19,192.168.100.67,N/A,N/A
ORG-CORP-01,INC-NOISE-203,ALT-10034,2026-08-28 12:59:56,DET-775,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-03,corp\user_27,192.168.100.206,N/A,N/A
ORG-CORP-01,INC-NOISE-249,ALT-10035,2026-08-28 10:27:56,DET-404,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-21,corp\user_18,192.168.100.114,N/A,N/A
ORG-CORP-01,INC-NOISE-210,ALT-10036,2026-08-28 12:18:56,DET-119,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-01,corp\user_39,192.168.100.177,N/A,N/A
ORG-CORP-01,INC-NOISE-219,ALT-10037,2026-08-28 08:57:56,DET-909,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-03,corp\user_27,192.168.100.35,N/A,N/A
ORG-CORP-01,INC-NOISE-235,ALT-10038,2026-08-27 08:36:56,DET-961,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-26,corp\user_10,192.168.100.145,N/A,N/A
ORG-CORP-01,INC-NOISE-243,ALT-10039,2026-08-27 15:35:56,DET-470,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-33,corp\user_16,192.168.100.221,N/A,N/A
ORG-CORP-01,INC-NOISE-225,ALT-10040,2026-08-27 21:24:56,DET-363,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-11,corp\user_31,192.168.100.197,N/A,N/A
ORG-CORP-01,INC-NOISE-206,ALT-10041,2026-08-28 06:36:56,DET-474,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-20,corp\user_14,192.168.100.22,N/A,N/A
ORG-CORP-01,INC-NOISE-239,ALT-10042,2026-08-28 04:43:56,DET-829,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-30,corp\user_13,192.168.100.198,N/A,N/A
ORG-CORP-01,INC-NOISE-235,ALT-10043,2026-08-28 09:52:56,DET-550,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-09,corp\user_14,192.168.100.94,N/A,N/A
ORG-CORP-01,INC-NOISE-250,ALT-10044,2026-08-27 13:40:56,DET-882,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-30,corp\user_25,192.168.100.120,N/A,N/A
ORG-CORP-01,INC-NOISE-239,ALT-10045,2026-08-27 11:01:56,DET-464,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-37,corp\user_24,192.168.100.29,N/A,N/A
ORG-CORP-01,INC-NOISE-225,ALT-10046,2026-08-27 21:27:56,DET-700,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-03,corp\user_31,192.168.100.206,N/A,N/A
ORG-CORP-01,INC-NOISE-201,ALT-10047,2026-08-27 22:02:56,DET-352,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-39,corp\user_35,192.168.100.224,N/A,N/A
ORG-CORP-01,INC-NOISE-233,ALT-10048,2026-08-27 09:41:56,DET-389,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-22,corp\user_24,192.168.100.230,N/A,N/A
ORG-CORP-01,INC-NOISE-225,ALT-10049,2026-08-28 13:27:56,DET-273,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-29,corp\user_17,192.168.100.179,N/A,N/A
ORG-CORP-01,INC-NOISE-248,ALT-10050,2026-08-27 14:09:56,DET-133,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-29,corp\user_10,192.168.100.80,N/A,N/A
ORG-CORP-01,INC-NOISE-218,ALT-10051,2026-08-28 02:27:56,DET-695,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-04,corp\user_19,192.168.100.30,N/A,N/A
ORG-CORP-01,INC-NOISE-247,ALT-10052,2026-08-28 11:12:56,DET-836,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-08,corp\user_31,192.168.100.187,N/A,N/A
ORG-CORP-01,INC-NOISE-206,ALT-10053,2026-08-28 02:28:56,DET-433,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-17,corp\user_35,192.168.100.72,N/A,N/A
ORG-CORP-01,INC-NOISE-215,ALT-10054,2026-08-27 12:51:56,DET-544,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-21,corp\user_26,192.168.100.75,N/A,N/A
ORG-CORP-01,INC-NOISE-223,ALT-10055,2026-08-28 02:44:56,DET-302,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-39,corp\user_40,192.168.100.84,N/A,N/A
ORG-CORP-01,INC-NOISE-219,ALT-10056,2026-08-27 15:07:56,DET-588,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-07,corp\user_18,192.168.100.140,N/A,N/A
ORG-CORP-01,INC-NOISE-231,ALT-10057,2026-08-27 20:03:56,DET-779,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-39,corp\user_16,192.168.100.240,N/A,N/A
ORG-CORP-01,INC-NOISE-225,ALT-10058,2026-08-28 05:20:56,DET-418,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-22,corp\user_12,192.168.100.141,N/A,N/A
ORG-CORP-01,INC-NOISE-240,ALT-10059,2026-08-27 08:31:56,DET-682,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-21,corp\user_23,192.168.100.131,N/A,N/A
ORG-CORP-01,INC-NOISE-241,ALT-10060,2026-08-27 22:41:56,DET-580,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-36,corp\user_13,192.168.100.157,N/A,N/A
ORG-CORP-01,INC-NOISE-201,ALT-10061,2026-08-28 05:25:56,DET-117,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-06,corp\user_37,192.168.100.126,N/A,N/A
ORG-CORP-01,INC-NOISE-237,ALT-10062,2026-08-28 11:03:56,DET-796,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-02,corp\user_38,192.168.100.181,N/A,N/A
ORG-CORP-01,INC-NOISE-207,ALT-10063,2026-08-28 12:55:56,DET-941,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-14,corp\user_26,192.168.100.194,N/A,N/A
ORG-CORP-01,INC-NOISE-214,ALT-10064,2026-08-28 01:48:56,DET-549,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-16,corp\user_14,192.168.100.148,N/A,N/A
ORG-CORP-01,INC-NOISE-205,ALT-10065,2026-08-27 13:02:56,DET-321,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-06,corp\user_17,192.168.100.216,N/A,N/A
ORG-CORP-01,INC-NOISE-208,ALT-10066,2026-08-28 03:32:56,DET-602,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-22,corp\user_10,192.168.100.116,N/A,N/A
ORG-CORP-01,INC-NOISE-230,ALT-10067,2026-08-28 05:51:56,DET-379,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-01,corp\user_36,192.168.100.72,N/A,N/A
ORG-CORP-01,INC-NOISE-215,ALT-10068,2026-08-27 12:18:56,DET-712,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-10,corp\user_39,192.168.100.195,N/A,N/A
ORG-CORP-01,INC-NOISE-231,ALT-10069,2026-08-28 11:02:56,DET-487,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-20,corp\user_01,192.168.100.203,N/A,N/A
ORG-CORP-01,INC-NOISE-243,ALT-10070,2026-08-27 23:21:56,DET-220,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-27,corp\user_30,192.168.100.82,N/A,N/A
ORG-CORP-01,INC-NOISE-237,ALT-10071,2026-08-27 11:39:56,DET-501,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-29,corp\user_17,192.168.100.174,N/A,N/A
ORG-CORP-01,INC-NOISE-205,ALT-10072,2026-08-28 08:03:56,DET-670,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-39,corp\user_21,192.168.100.31,N/A,N/A
ORG-CORP-01,INC-NOISE-206,ALT-10073,2026-08-28 04:10:56,DET-642,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-30,corp\user_17,192.168.100.92,N/A,N/A
ORG-CORP-01,INC-NOISE-229,ALT-10074,2026-08-28 08:53:56,DET-724,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-28,corp\user_23,192.168.100.94,N/A,N/A
ORG-CORP-01,INC-NOISE-210,ALT-10075,2026-08-28 06:09:56,DET-664,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-23,corp\user_31,192.168.100.86,N/A,N/A
ORG-CORP-01,INC-NOISE-232,ALT-10076,2026-08-27 23:04:56,DET-330,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-13,corp\user_12,192.168.100.62,N/A,N/A
ORG-CORP-01,INC-NOISE-235,ALT-10077,2026-08-28 00:52:56,DET-948,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-01,corp\user_17,192.168.100.25,N/A,N/A
ORG-CORP-01,INC-NOISE-244,ALT-10078,2026-08-27 21:26:56,DET-887,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-35,corp\user_01,192.168.100.197,N/A,N/A
ORG-CORP-01,INC-NOISE-227,ALT-10079,2026-08-28 05:55:56,DET-450,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-13,corp\user_37,192.168.100.139,N/A,N/A
ORG-CORP-01,INC-NOISE-237,ALT-10080,2026-08-27 17:50:56,DET-401,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-10,corp\user_05,192.168.100.240,N/A,N/A
ORG-CORP-01,INC-NOISE-213,ALT-10081,2026-08-27 14:39:56,DET-504,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-40,corp\user_23,192.168.100.207,N/A,N/A
ORG-CORP-01,INC-NOISE-228,ALT-10082,2026-08-27 22:57:56,DET-557,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-03,corp\user_05,192.168.100.73,N/A,N/A
ORG-CORP-01,INC-NOISE-248,ALT-10083,2026-08-28 09:52:56,DET-969,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-23,corp\user_34,192.168.100.97,N/A,N/A
ORG-CORP-01,INC-NOISE-240,ALT-10084,2026-08-27 18:14:56,DET-515,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-15,corp\user_01,192.168.100.58,N/A,N/A
ORG-CORP-01,INC-NOISE-235,ALT-10085,2026-08-27 16:28:56,DET-553,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-05,corp\user_18,192.168.100.223,N/A,N/A
ORG-CORP-01,INC-NOISE-226,ALT-10086,2026-08-28 05:09:56,DET-183,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-05,corp\user_22,192.168.100.110,N/A,N/A
ORG-CORP-01,INC-NOISE-216,ALT-10087,2026-08-28 03:16:56,DET-533,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-38,corp\user_36,192.168.100.80,N/A,N/A
ORG-CORP-01,INC-NOISE-224,ALT-10088,2026-08-27 09:56:56,DET-110,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-08,corp\user_22,192.168.100.153,N/A,N/A
ORG-CORP-01,INC-NOISE-215,ALT-10089,2026-08-28 00:19:56,DET-386,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-34,corp\user_18,192.168.100.134,N/A,N/A
ORG-CORP-01,INC-NOISE-224,ALT-10090,2026-08-28 12:40:56,DET-179,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-37,corp\user_39,192.168.100.131,N/A,N/A
ORG-CORP-01,INC-NOISE-234,ALT-10091,2026-08-27 16:32:56,DET-181,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-27,corp\user_38,192.168.100.131,N/A,N/A
ORG-CORP-01,INC-NOISE-229,ALT-10092,2026-08-27 09:03:56,DET-516,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-20,corp\user_01,192.168.100.46,N/A,N/A
ORG-CORP-01,INC-NOISE-233,ALT-10093,2026-08-28 01:49:56,DET-647,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-28,corp\user_06,192.168.100.180,N/A,N/A
ORG-CORP-01,INC-NOISE-205,ALT-10094,2026-08-28 07:21:56,DET-237,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-12,corp\user_13,192.168.100.178,N/A,N/A
ORG-CORP-01,INC-NOISE-237,ALT-10095,2026-08-27 10:24:56,DET-250,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-07,corp\user_04,192.168.100.114,N/A,N/A
ORG-CORP-01,INC-NOISE-211,ALT-10096,2026-08-28 08:56:56,DET-369,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-29,corp\user_23,192.168.100.12,N/A,N/A
ORG-CORP-01,INC-NOISE-235,ALT-10097,2026-08-27 22:06:56,DET-634,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-37,corp\user_16,192.168.100.198,N/A,N/A
ORG-CORP-01,INC-NOISE-244,ALT-10098,2026-08-28 12:58:56,DET-839,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-26,corp\user_16,192.168.100.133,N/A,N/A
ORG-CORP-01,INC-NOISE-224,ALT-10099,2026-08-27 12:20:56,DET-679,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-24,corp\user_02,192.168.100.106,N/A,N/A
ORG-CORP-01,INC-NOISE-206,ALT-10100,2026-08-28 12:31:56,DET-509,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-35,corp\user_32,192.168.100.143,N/A,N/A
ORG-CORP-01,INC-NOISE-249,ALT-10101,2026-08-28 03:46:56,DET-200,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-14,corp\user_12,192.168.100.161,N/A,N/A
ORG-CORP-01,INC-NOISE-209,ALT-10102,2026-08-28 11:14:56,DET-409,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-12,corp\user_24,192.168.100.23,N/A,N/A
ORG-CORP-01,INC-NOISE-225,ALT-10103,2026-08-28 10:05:56,DET-365,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-34,corp\user_38,192.168.100.213,N/A,N/A
ORG-CORP-01,INC-NOISE-210,ALT-10104,2026-08-27 15:40:56,DET-297,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-29,corp\user_02,192.168.100.121,N/A,N/A
ORG-CORP-01,INC-NOISE-233,ALT-10105,2026-08-28 08:25:56,DET-956,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-32,corp\user_31,192.168.100.196,N/A,N/A
